company,avg_salary($),salary_type
Waterford_Institute_Inc.,N/A,year
Wave_Broadband,67,year
Waveguide,N/A,year
Weather_Decision_Technologies,N/A,year
Web.Com_Inc.,67,year
Web_MD,N/A,year
WebLinc%2C_LLC,69,year
WebLink_International,N/A,year
WebMD%2C_LLC,79,year
WebPT,64,year
Webhead,N/A,hour
WebpageFX,43,year
Webroot_Software%2C_Inc.,94,year
Websense%2C_Inc.,85,year
Website_Pipeline,N/A,year
Webtrends_Inc.,92,year
WeddingWire,65,year
Weidenhammer,N/A,year
Weidenhammer_Systems_Corporation,71,year
Welligent,N/A,year
Welocalize,N/A,year
West_Central_Wireless,N/A,hour
West_Corp.,80,year
West_Corporation,66,year
Westcon_Group,70,year
Western_Digital_Corporation,108,year
Western_States_Arts_Federation,N/A,year
Whatcounts%2C_Inc.,96,year
Whidbey_Telecom,N/A,hour
Whitepages.Com%2C_Inc.,91,year
Wi-Tronix,N/A,year
Wicket_Labs_Inc.,N/A,year
Wide_Open_West,85,year
Widen_Enterprises,74,year
Wideopenwest_L.L.C.,N/A,year
Wideorbit_Inc.,129,year
Wikimedia_Foundation,99,year
WillowTree_Apps,88,year
Wimmer_Solutions_Inc.,N/A,year
Wind_River,73,year
Wind_River_Systems%2C_Inc.,N/A,year
Windstream,76,year
Windstream_Communications%2C_Inc.,74,year
Wipro,101,year
Wipro_Technologies_Ltd.,96,year
Wireless_Advocates_LLC,81,year
Wizards_of_The_Coast,91,year
Wnyc_Radio,65,year
WolfNet_Technologies,N/A,year
Wolfgang%27s_Vault,N/A,year
Wolfram_Research%2C_Inc.,52,year
Wolters_Kluwer,89,year
Wolters_Kluwer_Financial_Services,76,year
WoltersKluwer_Health,79,year
Wonderbox_Technologies,68,year
Wonderlic_Incorporated,83,year
Wordstream,N/A,year
Workday%2C_Inc.,124,year
Workforce_Software,85,year
Workiva,91,year
Worksighted,N/A,year
Worksmart,57,year
World_Wide_Technology%2C_Inc.,88,year
WorldAPP,N/A,year
WorldLink,N/A,year
Wyle_Information_Systems_LLC,N/A,year
X_by_2%2C_Inc.,N/A,year
XDimensional_Technologies%2C_Inc,N/A,year
XDuce,N/A,year
XIFIN,N/A,year
XO_Communications%2C_Inc.,76,year
XOS_Technologies%2C_Inc.,N/A,year
XYPRO_Technology,N/A,year
XYTECH_Systems,N/A,year
Xactly,87,year
Xactware_Inc.,83,year
Xavient_Information_Systems,N/A,year
Xcentric,62,year
Xchanging_plc.,N/A,year
Xero_Limited,111,year
Xerox_Corporation,75,year
Xoriant_Corporation,N/A,year
Xpanxion,72,year
Yahoo!_Inc.,118,year
Yapta,135,year
Yardi_Systems%2C_Inc.,71,year
Yash_Technologies_Inc.,89,year
Yashi,N/A,year
Yellow_Pages_Group_Inc,70,year
Yelp!_Inc.,70,year
Yext,95,year
Yodle,78,year
Yodlee_Inc,N/A,year
Yoh_Company,79,year
YouGov,74,year
Youtube,96,year
YuMe,N/A,year
ZEFR,69,year
ZOHO_Corporation,N/A,year
ZVRS,N/A,year
Zayo_Group%2C_LLC.,67,year
Zcorum,N/A,hour
Zebra_Technologies_Corporation,86,year
Zekiah_Technologies,N/A,hour
Zendesk,115,year
Zenefits,112,year
Zenetex,74,year
ZeniMax,76,year
ZeniMax_Online_Studios,74,year
Zenoss,N/A,year
Zensar,85,year
Zeomega,N/A,year
Zetron_Inc.,N/A,year
Ziff_Davis_Enterprise,N/A,year
Ziff_Davis_Media_Inc.,80,year
Zilliant%2C_Inc.,N/A,year
Zillow%2C_Inc.,103,year
Zirmed%2C_Inc.,76,year
Zix_Corporation,63,year
Zmags,N/A,year
Zocdoc%2C_Inc.,98,year
Zoll_Data_Systems,76,year
Zonar_Systems,94,year
Zones_Incorporated,76,year
Zoot_Enterprises,63,year
Zope,N/A,year
ZyXEL_Communications_UK,N/A,year
Zycron_Computer_Services%2C_Inc,N/A,hour
Zynga,112,year
Zywave%2C_Inc.,67,year
